,noFacture,dateFacture,pays
84435,543393.0,2011-02-08 10:17:00,United Kingdom
84445,543394.0,2011-02-08 10:17:00,United Kingdom
84450,543395.0,2011-02-08 10:17:00,United Kingdom
84451,543396.0,2011-02-08 10:28:00,United Kingdom
84454,543397.0,2011-02-08 10:32:00,United Kingdom
84479,543398.0,2011-02-08 10:47:00,United Kingdom
84489,543399.0,2011-02-08 11:07:00,United Kingdom
84633,543400.0,2011-02-08 11:27:00,United Kingdom
84648,543411.0,2011-02-08 11:31:00,Poland
84667,543413.0,2011-02-08 11:32:00,United Kingdom
84670,543428.0,2011-02-08 11:36:00,United Kingdom
84718,543446.0,2011-02-08 12:01:00,United Kingdom
84726,543447.0,2011-02-08 12:01:00,United Kingdom
84774,543448.0,2011-02-08 12:12:00,United Kingdom
84878,543449.0,2011-02-08 12:12:00,United Kingdom
84885,543450.0,2011-02-08 12:12:00,United Kingdom
84924,543451.0,2011-02-08 12:13:00,United Kingdom
84973,543452.0,2011-02-08 12:14:00,United Kingdom
84983,543454.0,2011-02-08 12:20:00,United Kingdom
84998,543455.0,2011-02-08 12:38:00,United Kingdom
85000,543456.0,2011-02-08 12:41:00,United Kingdom
85001,543457.0,2011-02-08 12:47:00,United Kingdom
85010,543458.0,2011-02-08 13:28:00,United Kingdom
85043,543459.0,2011-02-08 13:28:00,France
85057,543460.0,2011-02-08 13:32:00,United Kingdom
85058,543461.0,2011-02-08 13:35:00,United Kingdom
85103,543462.0,2011-02-08 13:39:00,United Kingdom
85116,543463.0,2011-02-08 14:06:00,United Kingdom
85149,543464.0,2011-02-08 14:15:00,United Kingdom
85160,543466.0,2011-02-08 14:34:00,United Kingdom
85180,543467.0,2011-02-08 14:35:00,United Kingdom
85379,543468.0,2011-02-08 14:45:00,United Kingdom
85416,543470.0,2011-02-08 14:58:00,United Kingdom
85489,543474.0,2011-02-08 15:09:00,United Kingdom
85546,543476.0,2011-02-08 15:24:00,United Kingdom
85563,543477.0,2011-02-08 15:30:00,United Kingdom
85564,543478.0,2011-02-08 15:38:00,United Kingdom
85571,543479.0,2011-02-08 15:42:00,United Kingdom
85572,543480.0,2011-02-08 15:48:00,United Kingdom
85575,543481.0,2011-02-08 16:25:00,United Kingdom
85594,543482.0,2011-02-08 17:16:00,United Kingdom
85602,543483.0,2011-02-09 09:10:00,United Kingdom
85607,543484.0,2011-02-09 10:11:00,France
85634,543485.0,2011-02-09 10:19:00,United Kingdom
85642,543486.0,2011-02-09 10:24:00,United Kingdom
85669,543487.0,2011-02-09 10:25:00,United Kingdom
85680,543492.0,2011-02-09 10:41:00,Germany
85693,543507.0,2011-02-09 10:49:00,United Kingdom
85718,543518.0,2011-02-09 11:21:00,Japan
85766,543519.0,2011-02-09 11:38:00,United Kingdom
85786,543520.0,2011-02-09 11:43:00,United Kingdom
85788,543523.0,2011-02-09 12:07:00,United Kingdom
85791,543527.0,2011-02-09 12:08:00,United Kingdom
85802,543529.0,2011-02-09 12:16:00,United Kingdom
85811,543530.0,2011-02-09 12:46:00,United Kingdom
85949,543532.0,2011-02-09 12:59:00,United Kingdom
86018,543533.0,2011-02-09 13:00:00,United Kingdom
86084,543534.0,2011-02-09 13:25:00,United Kingdom
86097,543535.0,2011-02-09 13:37:00,United Kingdom
86158,543536.0,2011-02-09 13:41:00,United Kingdom
86169,543537.0,2011-02-09 13:50:00,Belgium
86174,543538.0,2011-02-09 13:57:00,United Kingdom
86199,543539.0,2011-02-09 14:18:00,United Kingdom
86210,543540.0,2011-02-09 14:44:00,United Kingdom
86218,543541.0,2011-02-09 14:44:00,Spain
86258,543542.0,2011-02-09 15:25:00,United Kingdom
86272,543543.0,2011-02-09 15:33:00,United Kingdom
86309,543544.0,2011-02-09 15:39:00,United Kingdom
86323,543546.0,2011-02-09 16:52:00,United Kingdom
86464,543547.0,2011-02-09 16:57:00,United Kingdom
86481,543548.0,2011-02-10 09:21:00,United Kingdom
86501,543549.0,2011-02-10 09:29:00,United Kingdom
86506,543550.0,2011-02-10 09:43:00,Germany
86514,543553.0,2011-02-10 10:08:00,United Kingdom
86528,543554.0,2011-02-10 10:17:00,United Kingdom
86540,543555.0,2011-02-10 10:18:00,United Kingdom
86608,543565.0,2011-02-10 10:40:00,United Kingdom
86625,543586.0,2011-02-10 11:16:00,United Kingdom
86638,543587.0,2011-02-10 11:39:00,Germany
86654,543588.0,2011-02-10 11:40:00,United Kingdom
86659,543589.0,2011-02-10 11:41:00,United Kingdom
86661,543590.0,2011-02-10 11:44:00,United Kingdom
86680,543591.0,2011-02-10 11:46:00,United Kingdom
86685,543592.0,2011-02-10 11:57:00,United Kingdom
86699,543593.0,2011-02-10 12:13:00,United Kingdom
86706,543594.0,2011-02-10 12:15:00,United Kingdom
86725,543595.0,2011-02-10 12:19:00,United Kingdom
86728,543596.0,2011-02-10 12:21:00,United Kingdom
86737,543597.0,2011-02-10 12:32:00,United Kingdom
86771,543598.0,2011-02-10 13:06:00,United Kingdom
86789,543599.0,2011-02-10 13:08:00,United Kingdom
86790,543600.0,2011-02-10 13:19:00,United Kingdom
86817,543601.0,2011-02-10 13:27:00,United Kingdom
86821,543602.0,2011-02-10 13:34:00,United Kingdom
86842,543604.0,2011-02-10 13:54:00,United Kingdom
86867,543610.0,2011-02-10 14:30:00,United Kingdom
86903,543612.0,2011-02-10 14:46:00,United Kingdom
86905,543618.0,2011-02-10 14:49:00,United Kingdom
86913,543619.0,2011-02-10 14:51:00,United Kingdom
86944,543622.0,2011-02-10 14:59:00,United Kingdom
86948,543623.0,2011-02-10 15:24:00,United Kingdom
86951,543625.0,2011-02-10 15:38:00,France
86964,543626.0,2011-02-10 15:40:00,United Kingdom
86986,543629.0,2011-02-10 15:55:00,United Kingdom
87046,543630.0,2011-02-10 16:01:00,United Kingdom
87057,543631.0,2011-02-10 16:17:00,United Kingdom
87156,543639.0,2011-02-10 16:52:00,United Kingdom
87176,543641.0,2011-02-10 17:19:00,United Kingdom
87192,543642.0,2011-02-10 17:40:00,United Kingdom
87219,543645.0,2011-02-10 17:54:00,United Kingdom
87238,543646.0,2011-02-10 19:44:00,United Kingdom
87249,543647.0,2011-02-10 19:49:00,United Kingdom
87266,543648.0,2011-02-11 08:45:00,United Kingdom
87283,543649.0,2011-02-11 09:11:00,United Kingdom
87285,543650.0,2011-02-11 09:17:00,United Kingdom
87287,543651.0,2011-02-11 10:06:00,United Kingdom
87306,543652.0,2011-02-11 10:15:00,United Kingdom
87340,543653.0,2011-02-11 10:26:00,United Kingdom
87407,543657.0,2011-02-11 10:38:00,United Kingdom
87417,543658.0,2011-02-11 10:38:00,United Kingdom
87429,543660.0,2011-02-11 10:40:00,United Kingdom
87605,543664.0,2011-02-11 10:57:00,United Kingdom
87615,543668.0,2011-02-11 11:17:00,United Kingdom
87631,543669.0,2011-02-11 11:22:00,United Kingdom
87632,543670.0,2011-02-11 11:23:00,United Kingdom
87636,543672.0,2011-02-11 11:25:00,United Kingdom
87637,543673.0,2011-02-11 11:28:00,United Kingdom
87639,543674.0,2011-02-11 11:28:00,United Kingdom
87642,543675.0,2011-02-11 11:31:00,United Kingdom
87643,543688.0,2011-02-11 11:36:00,United Kingdom
87645,543691.0,2011-02-11 11:38:00,United Kingdom
87646,543693.0,2011-02-11 11:40:00,United Kingdom
87649,543713.0,2011-02-11 11:46:00,United Kingdom
87755,543730.0,2011-02-11 11:57:00,United Kingdom
87759,543731.0,2011-02-11 11:57:00,United Kingdom
87774,543732.0,2011-02-11 12:02:00,United Kingdom
87833,543733.0,2011-02-11 12:16:00,Belgium
87847,543734.0,2011-02-11 12:22:00,United Kingdom
87870,543735.0,2011-02-11 12:32:00,United Kingdom
87880,543736.0,2011-02-11 12:36:00,United Kingdom
87910,543737.0,2011-02-11 12:45:00,Germany
87962,543738.0,2011-02-11 12:48:00,United Kingdom
87963,543739.0,2011-02-11 12:49:00,United Kingdom
87975,543740.0,2011-02-11 13:36:00,United Kingdom
88007,543746.0,2011-02-11 13:50:00,United Kingdom
88018,543747.0,2011-02-11 13:53:00,United Kingdom
88021,543748.0,2011-02-11 13:54:00,United Kingdom
88030,543751.0,2011-02-11 14:00:00,United Kingdom
88033,543753.0,2011-02-11 14:15:00,United Kingdom
88034,543754.0,2011-02-11 14:26:00,United Kingdom
88072,543759.0,2011-02-11 15:12:00,United Kingdom
88087,543762.0,2011-02-11 15:14:00,United Kingdom
88103,543770.0,2011-02-11 15:39:00,United Kingdom
88132,543774.0,2011-02-11 15:56:00,United Kingdom
88154,543777.0,2011-02-11 16:19:00,United Kingdom
88208,543788.0,2011-02-11 17:06:00,United Kingdom
88222,543796.0,2011-02-11 17:31:00,United Kingdom
88223,543797.0,2011-02-13 10:24:00,United Kingdom
88232,543798.0,2011-02-13 11:13:00,United Kingdom
88248,543799.0,2011-02-13 11:22:00,United Kingdom
88253,543800.0,2011-02-13 11:36:00,United Kingdom
88337,543801.0,2011-02-13 11:52:00,United Kingdom
88346,543802.0,2011-02-13 12:03:00,United Kingdom
88417,543803.0,2011-02-13 12:05:00,United Kingdom
88479,543804.0,2011-02-13 12:17:00,United Kingdom
88505,543805.0,2011-02-13 12:41:00,United Kingdom
88524,543806.0,2011-02-13 12:48:00,United Kingdom
88555,543807.0,2011-02-13 13:15:00,United Kingdom
88567,543808.0,2011-02-13 13:22:00,United Kingdom
88596,543809.0,2011-02-13 13:52:00,United Kingdom
88614,543810.0,2011-02-13 14:16:00,United Kingdom
88639,543812.0,2011-02-13 14:40:00,United Kingdom
88704,543813.0,2011-02-13 15:02:00,United Kingdom
88711,543814.0,2011-02-13 15:17:00,United Kingdom
88736,543815.0,2011-02-13 15:18:00,United Kingdom
88774,543816.0,2011-02-13 15:26:00,United Kingdom
88809,543820.0,2011-02-13 16:05:00,United Kingdom
88847,543821.0,2011-02-14 09:24:00,United Kingdom
88900,543822.0,2011-02-14 09:24:00,Spain
88913,543823.0,2011-02-14 09:27:00,United Kingdom
88917,543824.0,2011-02-14 09:31:00,United Kingdom
88929,543825.0,2011-02-14 09:33:00,United Kingdom
88936,543826.0,2011-02-14 09:41:00,United Kingdom
89119,543828.0,2011-02-14 09:45:00,EIRE
89195,543829.0,2011-02-14 09:47:00,United Kingdom
89213,543831.0,2011-02-14 09:57:00,United Kingdom
89223,543832.0,2011-02-14 10:10:00,United Kingdom
89247,543833.0,2011-02-14 10:24:00,Germany
89257,543836.0,2011-02-14 10:52:00,United Kingdom
89279,543839.0,2011-02-14 11:08:00,United Kingdom
89284,543842.0,2011-02-14 11:22:00,United Kingdom
89285,543852.0,2011-02-14 11:57:00,United Kingdom
89294,543899.0,2011-02-14 12:11:00,EIRE
89332,543900.0,2011-02-14 12:11:00,Germany
89362,543901.0,2011-02-14 12:13:00,United Kingdom
89368,543907.0,2011-02-14 12:16:00,United Kingdom
89388,543908.0,2011-02-14 12:28:00,United Kingdom
89391,543909.0,2011-02-14 12:32:00,United Kingdom
89547,543910.0,2011-02-14 12:36:00,United Kingdom
89570,543911.0,2011-02-14 12:46:00,United Arab Emirates
89600,543912.0,2011-02-14 12:53:00,United Kingdom
89605,543913.0,2011-02-14 13:11:00,United Kingdom
89625,543914.0,2011-02-14 13:19:00,United Kingdom
89634,543915.0,2011-02-14 13:21:00,United Kingdom
89655,543916.0,2011-02-14 13:22:00,United Kingdom
89664,543919.0,2011-02-14 14:03:00,United Kingdom
89675,543920.0,2011-02-14 14:12:00,United Kingdom
89676,543921.0,2011-02-14 14:13:00,United Kingdom
89691,543922.0,2011-02-14 14:13:00,United Kingdom
89692,543923.0,2011-02-14 14:14:00,United Kingdom
89700,543924.0,2011-02-14 14:14:00,United Kingdom
89721,543934.0,2011-02-14 14:29:00,United Kingdom
89729,543935.0,2011-02-14 14:39:00,United Kingdom
89736,543973.0,2011-02-14 15:15:00,United Kingdom
89783,543975.0,2011-02-14 15:23:00,United Kingdom
89825,543976.0,2011-02-14 15:26:00,United Kingdom
89829,543977.0,2011-02-14 15:35:00,United Kingdom
89854,543978.0,2011-02-14 15:37:00,United Kingdom
89915,543979.0,2011-02-14 15:43:00,United Kingdom
89955,543981.0,2011-02-15 08:18:00,United Kingdom
89981,543982.0,2011-02-15 08:21:00,United Kingdom
89993,543983.0,2011-02-15 09:20:00,United Kingdom
90004,543984.0,2011-02-15 09:35:00,United Kingdom
90033,543985.0,2011-02-15 09:44:00,United Kingdom
90155,543986.0,2011-02-15 09:46:00,United Kingdom
90156,543987.0,2011-02-15 09:49:00,United Kingdom
90165,543988.0,2011-02-15 09:50:00,United Kingdom
90166,543989.0,2011-02-15 09:52:00,Australia
90235,543990.0,2011-02-15 09:59:00,United Kingdom
90259,543991.0,2011-02-15 10:17:00,United Kingdom
90263,543993.0,2011-02-15 10:40:00,United Kingdom
90281,543994.0,2011-02-15 10:41:00,United Kingdom
90285,543995.0,2011-02-15 10:45:00,United Kingdom
90297,543996.0,2011-02-15 10:46:00,United Kingdom
90323,543997.0,2011-02-15 10:49:00,United Kingdom
90359,543998.0,2011-02-15 10:52:00,United Kingdom
90369,544035.0,2011-02-15 11:30:00,United Kingdom
90390,544036.0,2011-02-15 11:30:00,United Kingdom
90392,544037.0,2011-02-15 11:31:00,United Kingdom
90447,544039.0,2011-02-15 11:33:00,United Kingdom
90450,544040.0,2011-02-15 11:40:00,United Kingdom
90501,544041.0,2011-02-15 11:50:00,United Kingdom
90518,544042.0,2011-02-15 11:52:00,United Kingdom
90533,544043.0,2011-02-15 11:58:00,United Kingdom
90534,544044.0,2011-02-15 12:05:00,United Kingdom
90548,544045.0,2011-02-15 12:12:00,United Kingdom
90559,544051.0,2011-02-15 12:40:00,United Kingdom
90587,544055.0,2011-02-15 12:48:00,United Kingdom
90598,544056.0,2011-02-15 12:48:00,United Kingdom
90619,544058.0,2011-02-15 12:56:00,United Kingdom
90635,544059.0,2011-02-15 13:00:00,United Kingdom
90653,544060.0,2011-02-15 13:08:00,United Kingdom
90668,544061.0,2011-02-15 13:12:00,United Kingdom
90670,544062.0,2011-02-15 13:19:00,United Kingdom
90698,544064.0,2011-02-15 13:50:00,United Kingdom
90717,544065.0,2011-02-15 13:52:00,United Kingdom
90734,544066.0,2011-02-15 13:53:00,United Kingdom
90739,544067.0,2011-02-15 14:02:00,United Kingdom
90759,544068.0,2011-02-15 14:08:00,United Kingdom
90789,544069.0,2011-02-15 14:17:00,France
90800,544070.0,2011-02-15 14:19:00,United Kingdom
90828,544071.0,2011-02-15 14:30:00,United Kingdom
90859,544073.0,2011-02-15 14:44:00,Channel Islands
90869,544074.0,2011-02-15 14:49:00,EIRE
90979,544075.0,2011-02-15 14:50:00,EIRE
91002,544076.0,2011-02-15 15:00:00,United Kingdom
91004,544077.0,2011-02-15 15:04:00,United Kingdom
91038,544078.0,2011-02-15 15:41:00,United Kingdom
91039,544079.0,2011-02-15 15:44:00,United Kingdom
91041,544081.0,2011-02-15 15:49:00,United Kingdom
91054,544082.0,2011-02-15 15:50:00,United Kingdom
91056,544083.0,2011-02-15 15:51:00,United Kingdom
91066,544084.0,2011-02-15 16:27:00,United Kingdom
91071,544085.0,2011-02-15 16:49:00,United Kingdom
91073,544087.0,2011-02-15 17:02:00,United Kingdom
91143,544088.0,2011-02-15 17:18:00,United Kingdom
91145,544089.0,2011-02-15 17:51:00,United Kingdom
91290,544090.0,2011-02-16 08:15:00,United Kingdom
91301,544091.0,2011-02-16 08:37:00,United Kingdom
91311,544092.0,2011-02-16 09:03:00,United Kingdom
91317,544093.0,2011-02-16 09:08:00,United Kingdom
91324,544094.0,2011-02-16 09:11:00,United Kingdom
91350,544095.0,2011-02-16 09:25:00,United Kingdom
91363,544096.0,2011-02-16 09:45:00,United Kingdom
91370,544097.0,2011-02-16 09:56:00,Cyprus
91411,544098.0,2011-02-16 10:04:00,United Kingdom
91444,544100.0,2011-02-16 10:25:00,United Kingdom
91463,544101.0,2011-02-16 10:32:00,United Kingdom
91473,544102.0,2011-02-16 10:32:00,United Kingdom
91487,544103.0,2011-02-16 10:33:00,United Kingdom
91498,544104.0,2011-02-16 10:34:00,United Kingdom
91499,544105.0,2011-02-16 10:38:00,United Kingdom
91523,544106.0,2011-02-16 10:47:00,United Kingdom
91568,544107.0,2011-02-16 10:50:00,United Kingdom
91580,544108.0,2011-02-16 10:53:00,Israel
91596,544109.0,2011-02-16 10:56:00,United Kingdom
91606,544110.0,2011-02-16 11:03:00,United Kingdom
91635,544111.0,2011-02-16 11:18:00,United Kingdom
91657,544112.0,2011-02-16 11:37:00,United Kingdom
91687,544115.0,2011-02-16 11:45:00,France
91737,544125.0,2011-02-16 11:53:00,United Kingdom
91740,544129.0,2011-02-16 11:54:00,United Kingdom
91746,544143.0,2011-02-16 11:58:00,United Kingdom
91748,544147.0,2011-02-16 11:59:00,United Kingdom
91751,544150.0,2011-02-16 11:59:00,United Kingdom
91758,544151.0,2011-02-16 12:02:00,United Kingdom
91772,544152.0,2011-02-16 12:10:00,United Kingdom
91773,544153.0,2011-02-16 12:11:00,United Kingdom
91815,544154.0,2011-02-16 12:13:00,United Kingdom
91816,544155.0,2011-02-16 12:15:00,United Kingdom
91817,544156.0,2011-02-16 12:33:00,Norway
91832,544157.0,2011-02-16 12:46:00,Denmark
91852,544158.0,2011-02-16 12:47:00,United Kingdom
91858,544159.0,2011-02-16 12:48:00,United Kingdom
91880,544160.0,2011-02-16 12:49:00,United Kingdom
91930,544161.0,2011-02-16 12:59:00,United Kingdom
91952,544162.0,2011-02-16 13:00:00,United Kingdom
91974,544163.0,2011-02-16 13:02:00,United Kingdom
91976,544164.0,2011-02-16 13:02:00,United Kingdom
91982,544165.0,2011-02-16 13:11:00,United Kingdom
91998,544166.0,2011-02-16 13:14:00,United Kingdom
92002,544167.0,2011-02-16 13:14:00,United Kingdom
92029,544168.0,2011-02-16 13:16:00,United Kingdom
92031,544169.0,2011-02-16 13:44:00,United Kingdom
92044,544170.0,2011-02-16 14:01:00,United Kingdom
92048,544176.0,2011-02-16 14:18:00,United Kingdom
92054,544177.0,2011-02-16 14:27:00,United Kingdom
92150,544178.0,2011-02-16 14:40:00,United Kingdom
92156,544179.0,2011-02-16 14:44:00,United Kingdom
92173,544180.0,2011-02-16 14:48:00,United Kingdom
92181,544181.0,2011-02-16 14:56:00,United Kingdom
92208,544182.0,2011-02-16 15:13:00,United Kingdom
92223,544183.0,2011-02-16 15:43:00,United Kingdom
92227,544185.0,2011-02-16 15:51:00,United Kingdom
92228,544186.0,2011-02-16 15:55:00,United Kingdom
92412,544187.0,2011-02-16 16:31:00,United Kingdom
92427,544189.0,2011-02-16 16:40:00,United Kingdom
92435,544190.0,2011-02-16 16:56:00,United Kingdom
92450,544191.0,2011-02-16 16:57:00,United Kingdom
92480,544192.0,2011-02-16 16:58:00,United Kingdom
92481,544193.0,2011-02-17 08:23:00,Belgium
92518,544194.0,2011-02-17 08:40:00,United Kingdom
92530,544195.0,2011-02-17 08:58:00,United Kingdom
92536,544196.0,2011-02-17 09:47:00,United Kingdom
92541,544197.0,2011-02-17 09:52:00,United Kingdom
92544,544198.0,2011-02-17 09:53:00,United Kingdom
92547,544199.0,2011-02-17 10:04:00,United Kingdom
92553,544200.0,2011-02-17 10:08:00,France
92569,544201.0,2011-02-17 10:11:00,United Kingdom
92638,544202.0,2011-02-17 10:29:00,United Kingdom
92687,544203.0,2011-02-17 10:30:00,Belgium
92714,544204.0,2011-02-17 10:30:00,United Kingdom
92755,544205.0,2011-02-17 10:31:00,United Kingdom
92820,544206.0,2011-02-17 10:33:00,United Kingdom
92873,544207.0,2011-02-17 10:34:00,United Kingdom
92922,544208.0,2011-02-17 10:34:00,United Kingdom
92958,544209.0,2011-02-17 10:51:00,United Kingdom
92970,544210.0,2011-02-17 11:01:00,EIRE
92984,544211.0,2011-02-17 11:05:00,United Kingdom
93002,544214.0,2011-02-17 11:19:00,United Kingdom
93114,544271.0,2011-02-17 11:46:00,United Kingdom
93128,544277.0,2011-02-17 11:58:00,United Kingdom
93135,544278.0,2011-02-17 12:01:00,United Kingdom
93201,544280.0,2011-02-17 12:21:00,United Kingdom
93216,544281.0,2011-02-17 12:23:00,Germany
93221,544282.0,2011-02-17 12:24:00,United Kingdom
93240,544283.0,2011-02-17 12:27:00,United Kingdom
93257,544286.0,2011-02-17 12:29:00,United Kingdom
93331,544292.0,2011-02-17 12:33:00,United Kingdom
93359,544293.0,2011-02-17 12:42:00,United Kingdom
93420,544294.0,2011-02-17 12:42:00,United Kingdom
93456,544295.0,2011-02-17 12:43:00,United Kingdom
93514,544296.0,2011-02-17 12:47:00,United Kingdom
93516,544297.0,2011-02-17 12:48:00,United Kingdom
93518,544298.0,2011-02-17 12:51:00,United Kingdom
93539,544299.0,2011-02-17 12:55:00,United Kingdom
93565,544301.0,2011-02-17 12:59:00,United Kingdom
93589,544302.0,2011-02-17 13:16:00,Germany
93600,544303.0,2011-02-17 13:28:00,United Kingdom
93641,544304.0,2011-02-17 13:47:00,United Kingdom
93683,544305.0,2011-02-17 13:54:00,United Kingdom
93696,544306.0,2011-02-17 13:57:00,United Kingdom
93709,544307.0,2011-02-17 14:04:00,United Kingdom
93725,544308.0,2011-02-17 14:11:00,United Kingdom
93729,544309.0,2011-02-17 14:17:00,United Kingdom
93758,544311.0,2011-02-17 14:19:00,United Kingdom
93808,544312.0,2011-02-17 14:26:00,United Kingdom
93810,544313.0,2011-02-17 14:36:00,United Kingdom
93827,544314.0,2011-02-17 14:42:00,United Kingdom
93841,544315.0,2011-02-17 14:42:00,United Kingdom
93855,544316.0,2011-02-17 14:49:00,United Kingdom
93898,544317.0,2011-02-17 14:51:00,United Kingdom
93907,544319.0,2011-02-17 15:03:00,United Kingdom
93924,544320.0,2011-02-17 15:40:00,United Kingdom
93926,544322.0,2011-02-17 15:50:00,United Kingdom
93931,544323.0,2011-02-17 15:51:00,United Kingdom
94102,544324.0,2011-02-17 16:08:00,United Kingdom
94106,544325.0,2011-02-17 16:23:00,United Kingdom
94107,544326.0,2011-02-17 16:24:00,United Kingdom
94110,544328.0,2011-02-17 16:35:00,United Kingdom
94114,544329.0,2011-02-17 16:43:00,United Kingdom
94117,544330.0,2011-02-17 16:59:00,United Kingdom
94140,544332.0,2011-02-17 17:34:00,United Kingdom
94154,544333.0,2011-02-17 17:39:00,United Kingdom
94155,544334.0,2011-02-17 19:16:00,United Kingdom
94156,544335.0,2011-02-17 19:21:00,United Kingdom
94169,544336.0,2011-02-17 19:36:00,United Kingdom
94200,544337.0,2011-02-18 08:34:00,United Kingdom
